isbn13,full_title,authors,published_year,description,refined_categories,average_rating,num_pages,thumbnail
9781931082303,"Novels, 1896-1899",Henry James,2003,"This Library of America volume collects four novels written by Henry James in the period immediately following his unsuccessful five-year-long attempt to establish himself as a playwright on the London stage. Hoping to convert his “infinite little loss” into “infinite little gain,” James returned to the novelistic examination of English society with a new appreciation for what he called the “divine principle of the Scenario,” “a key that, working in the same general way fits the complicated chambers of both the dramatic and the narrative lock.” His continued interest in dramatic form is demonstrated in The Other House (1896), which was derived from the scenario for a three-act play. Set in two neighboring houses and told mostly through dialogue, the novel explores the violent and tragic consequences of jealousy and frustrated passion. In The Spoils of Poynton (1897), one of the most tightly constructed of James’s late novels, a house and its exquisite antique furnishings and artwork become the source of a protracted struggle involving the proud and imperious Mrs. Gereth, her amiable son, Owen, his philistine fiancée, Mona Brigstock, and the sensitive Fleda Vetch, whose moral judgment is tested by her conflicting allegiances. What Maisie Knew (1897) explores with perception and sensitivity the effect upon a young girl of her parents’ bitter divorce and their subsequent remarriages. In writing the novel James chose as his point of view what he described as “the consciousness, the dim, sweet, scared, wondering, clinging perception of the child.” The Awkward Age (1899) examines the complicated relations among the members of a sophisticated London social circle almost entirely through dialogue as it depicts the shifting marital prospects of a young woman poised on the verge of adult life. Both of these novels insightfully explore the ambiguity of childhood “innocence” amid adult struggles over money, power, and love. LIBRARY OF AMERICA is an independent nonprofit cultural organization founded in 1979 to preserve our nation’s literary heritage by publishing, and keeping permanently in print, America’s best and most significant writing. The Library of America series includes more than 300 volumes to date, authoritative editions that average 1,000 pages in length, feature cloth covers, sewn bindings, and ribbon markers, and are printed on premium acid-free paper that will last for centuries.","['Historical', 'Personal Development', 'Love', 'Young Adult']",4.25,1035.0,http://books.google.com/books/content?id=ySdwVuCJuZgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781931082549,Democracy in America,Alexis de Tocqueville;Arthur Goldhammer,2004,"An influential study of America's national government, egalitarian ideals, and character offers reflections on the effect of majority rule on the rights of individuals and provides insight into the rewards and responsibilities of a democratic government, in a clear new translation of the nineteenth-century classic.","['Historical', 'Young Adult', 'Non-fiction']",4.02,928.0,http://books.google.com/books/content?id=UXkJ0gvjS0AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781931082730,Little Women ; Little Men ; Jo's Boys,Louisa May Alcott;Elaine Showalter,2005,"A deluxe single-volume edition of Alcott's classic Little Women trilogy is complemented by the stories' original first-edition illustrations, some of which where drawn by the author's sister May, who inspired the character of Amy.","[""Children's"", 'Historical']",4.31,1045.0,http://books.google.com/books/content?id=q9SmFnhNNfYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781931382694,Zinn and the Art of Road Bike Maintenance,Lennard Zinn,2005,"Shows readers how to maintain their bikes, covering such topics as chains, derailleurs, wheels, shifters, headsets, forks, and frames.","['Non-fiction', 'Young Adult']",4.28,356.0,http://books.google.com/books/content?id=aqYXAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781931414166,The Brooklyn Bridge: The story of the world's most famous bridge and the remarkable family that built it,Elizabeth Mann;Alan Witschonke,2006,"Describes the construction of the Brooklyn Bridge, from its conception by John Roebling in 1852 through its final completion under the direction of his son, Washington, in 1883.","['Historical', 'Non-fiction', 'Young Adult']",4.44,46.0,http://books.google.com/books/content?id=s28MAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781931514606,Paradise Kiss,Ai Yazawa,2002,"Yukari is used to being a normal school girl; but ever since she met the posse known as Paradise Kiss, her life has been turned upside-down","['Young Adult', 'Fantasy']",4.1,181.0,http://books.google.com/books/content?id=s5QMgY3kPX0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781931615037,"Answers to Questions Teachers Ask about Sensory Integration: Forms, Checklists, and Practical Tools for Teachers and Parents",Carol Stock Kranowitz;Stacey Szklut;Lynn Balzer-Martin;Elizabeth Haber;Deanna Iris Sava,2001,"In this elegant approach to the often elusive subject of sensory integration, Kranowitz, author of the bestselling ""The Out-of-Sync Child,"" and expert occupational therapists present an extensive and easy-to-use set of checklists and other tools that are invaluable to every teacher and parent who has children with sensory integration challenges.","[""Children's"", 'Non-fiction', 'Young Adult', 'Personal Development', 'Love', 'Adventure']",4.12,63.0,http://books.google.com/books/content?id=3_9kPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781931859356,No One is Illegal: Fighting Violence and State Repression on the U.S.-Mexico Border,Justin Akers Chacón;Mike Davis;Julián Cardona,2006,"Countering the chorus of anti-immigrant voices, Mike Davis and Justin Akers Chacon expose the racism of anti-immigration vigilantes and put a human face on the immigrants who risk their lives to cross the border to work in the United States. |A rare combination of an author, Mike Davis is Rachel Carson and Upton Sinclair all in one.| - Susan Faludi |Davis' writing is perceptive and rigorous.| - David Montgomery, The Nation",['Non-fiction'],4.07,240.0,http://books.google.com/books/content?id=4LfbAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781931882200,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson,2005,"This book is a groundbreaking contribution to the study of the UFO enigma, originally published over 30 years ago. In this book, Sanderson, a renowned zoologist with a keen interest in the paranormal, puts forward the curious theory that âeoeOINTS""-Other Intelligences-live under the Earthâe(tm)s oceans. This underwater, parallel, civilization may be twice as old as Homo sapiens, he proposes, and may have âeoedeveloped what we call space flight."" Sanderson postulates that the OINTS are behind many UFO sightings as well as the mysterious disappearances of aircraft and ships in the Bermuda Triangle. What better place to have an impenetrable base than deep within the oceans of the planet? Yet, if UFOs, or at least some of them, are coming from beneath our oceans or lakes, does it necessarily mean that there is another civilization besides our own that is responsible? In fact, could it be that since WWII a number of underwater UFO bases have been constructed by the very human governments of our planet? Whatever their source, Sanderson offers here an exhaustive study of USOs (Unidentified Submarine Objects) observed in nearly every part of the world. He presents many well-documented and exciting case studies of these unusual sightings; more.","['Non-fiction', 'Mystery', 'Historical', 'Adventure']",3.68,100.0,http://books.google.com/books/content?id=_BKYTHMBLj8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781932100563,The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galaxy,Glenn Yeffeth,2005,"A selection of essays dealing with every aspect of one of the most beloved science fiction series of all time contains work from some of the genre's greats, including Cory Doctorow, Stephen Baxter, and Lawrence Watt-Evans, and covers topics as varied as Vogon poetry to the idea of the Internet becoming a real-life Guide. Original.",['Science Fiction'],3.85,240.0,http://books.google.com/books/content?id=R7y1PEKjVc0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781932100594,Mapping the World of Harry Potter: Science Fiction and Fantasy Writers Explore the Best Selling Fantasy Series of All Time,Mercedes Lackey;Leah Wilson,2006,"Presents a collection of critiques of the works of J. K. Rowling, covering the topics and characters found in the Harry Potter books.","['Non-fiction', 'Fantasy']",4.32,195.0,http://books.google.com/books/content?id=Vbn7ugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932111972,Theory of Fun for Game Design,Raph Koster,2005,"Discusses the essential elements in creating a successful game, how playing games and learning are connected, and what makes a game boring or fun.","['Non-fiction', ""Children's"", 'Young Adult', 'Adventure']",3.95,256.0,http://books.google.com/books/content?id=jYdqQ4YdccYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781932206081,Insights: Talks on the Nature of Existence,Frederick Lenz,2003,"In 1983, when Rama - Dr. Frederick P. Lenz recorded a series of profound and powerful talks entitled Insights: Talks on the Nature of Existence. This book is a transcript of those talks. Rama was instructing an ever-growing number of students. Dr. Lenz himself was developing an approach to self-realization that, while emphasizing meditation and enlightenment, drew from a variety of traditions including Vedanta, Tibetan Buddhism and the American mystic teachings described by Carlos Castaneda. The Insights talks, which evolved from this time period, are like a crest jewel of Dr. Lenz's body of teachings. It is interesting to note that most of the Insights talks are subtitled ""Modular Mysticism"" (for example, ""Modular Mysticism: The Truth""). Even the talk titled ""How to Make Friends with God"" - discussed in depth only in this series - is termed a part of ""Modular Mysticism."" In the practice of mysticism, Dr. Lenz explains, the student begins to understand awareness and power. Modular mysticism becomes the science of power, and the student learns to gain power, to stop losing power, to store power, and eventually to give power to others. In order to gain power, the student begins to lead an efficient and well-structured life. As the student accomplishes this, they are able to move more easily through the doorways to enlightenment. At each step along the journey of the Insights talks, Dr. Lenz gives specific examples of how to adapt and integrate mystical Buddhist practice into a Western lifestyle. For Dr. Lenz there was no contradiction between being a successful Westerner and a successful Buddhist, be it building a career, working out at the health club, going to the movies, shopping for clothes -- or understanding why more women don't attain enlightenment (when, in fact, it's easier for them to do so). In every instance, Dr. Lenz connects the heights of the mystical experiences directly to our everyday lives.","['Non-fiction', 'Personal Development', 'Historical']",5.0,304.0,http://books.google.com/books/content?id=NOX2PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932206104,"How to Meditate: An Anthology of Talks on Meditation and ""Meditation: the Bridge is Flowing But the River is Not""",Frederick Lenz,2004,"How to Meditate is a transcript all of Rama's, Dr. Frederick Lenz recorded talks on meditation. It also includes his book of lyrical poetry : ""The Bridge is Flowing but the River is Not."" How to Meditate provides a full range of meditation techniques, knowledge and wisdom to deepen meditation practice and understand meditation's essential role in daily life. This volume is excellent for both newcomers and longtime meditators. Open the book at any time to any page, and you will receive your daily quota of inspiration.","['Non-fiction', 'Personal Development', 'Young Adult', 'Historical', 'Philosophy & Poetry']",0.0,228.0,http://books.google.com/books/content?id=HhTVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932234299,Birthday,Kōji Suzuki;Glynne Walley,2006,"Basis of the Hit Movie Ring 0: Birthday! Birthday is Ring-master Koji Suzuki’s return to the Ring universe, a collection of short stories focusing on the female characters with a theme of birth. An exploration of extraordinary circumstances from the perspective of memorable women, this expansion of the Ring, Spiral, and Loop world was adapted into a hit movie less than a year after the book’s publication. Thirty years before the tragic events of Ring, Sadako Yamamura was an aspiring stage actress on the verge of her theatrical debut. The beautiful and ravishing Sadako was the object of every male’s desire involved with the company including n the director. There was one thespian she was interested in, but… Fast forward past the events of Ring, Ryuji Takayama’s distraught lover, Mai Takano is struggling in the wake of the professor’s mysterious demise. Mai visits Ryuji’s parents’ house to find the missing pages of his soon-to-be published article. There she is drawn to a curious videotape and a fate more terrifying than Ryuji or Kazuyuki Asakawa’s. Reiko Sugiura questioned the purpose of bringing a child into a world where there was only death. She already lost one son, and the father of her unborn child, Kaoru Futami, had disappeared in search of a cure to the deadly disease that threatened all life. Despite Kaoru’s to meet again in two months, he has not returned. Despondent but driven for answers Reiko is led to the Loop project, where she will discover the final truths of the Ring virus.","['Science Fiction', 'Horror', 'Historical', 'Fantasy', 'Young Adult', 'Mystery']",3.68,216.0,http://books.google.com/books/content?id=2rEwAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932382600,Richard Matheson's Hell House,Ian Edington;Simon Fraser;Chris Ryall,2004,"Now, IDW brings you a lavishly illustrated adaptation of this tale of newspaper publisher Rudolph Deutsch facing his impending demise. To help Deutsch forestall this and learn the secrets of life after death, a hired team of experts must survive a night in Belasco House, a place known amongst the local townsfolk as Hell House!","['Horror', 'Adventure', 'Science Fiction', 'Fantasy', 'Historical', 'Young Adult']",4.08,48.0,http://books.google.com/books/content?id=plkKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932382723,Hell House: Book 2,Ian Edginton;Simon Fraser,2005,The notorious Belasco House starts to exert its dark influence on the group of scientists and spiritualists as they unearth the perverse and wretched secrets from within its walls. Hell House has let them in but will it ever let them leave? IDW's adaptation of Richard Matheson's classic tale of terror continues here!,"['Horror', 'Science Fiction', 'Fantasy', 'Young Adult', 'Historical']",4.5,48.0,http://books.google.com/books/content?id=p1kKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932386226,Artesia,Mark Smylie,2011,"In the Highlands of the Middle Kingdoms, where witchcraft and warlords vie for power, a warrior-priestess named Artesia fights for her king against the rulers of rival citadels. Collecting all six issues of the first Artesia mini-series!","['Historical', 'Fantasy', 'Adventure', 'Religion']",4.0,192.0,http://books.google.com/books/content?id=UZ8zngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932416060,"McSweeney's: Twelve new stories from twelve new writers--unpublished, unknown, or, unbelievable--plus--twenty-nine stories written in twenty minutes each. and a story from Roddy Doyle. in over two dimensions--almost three","Dave Eggers, Roddy Doyle",2003,"Issue 12 is made up of three parts. The first and largest section consists entirely of new writers -- new to us, probably new to you, and not even well-known by their own families.Part two is a new story from Roddy Doyle, featuring Jimmy Rabbitte of The Commitments.Part three is a collection of twenty-minute stories, by which we mean stories written in twenty minutes, from all sorts of people that you know and do not know.","['Mystery', 'Personal Development', 'Adventure', 'Young Adult', 'Fantasy', 'Non-fiction']",3.85,273.0,https://covers.openlibrary.org/b/id/9989118-M.jpg
9781932416374,The Very Persistent Gappers of Frip,George Saunders;Lane Smith,2006,"A novel set in the seaside village of Frip follows the adventures of a community plagued by ""gappers""--orange sea creatures that cover the village's goats and prevent them from giving milk.","['Adventure', 'Young Adult']",4.11,84.0,http://books.google.com/books/content?id=xYJOPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932416640,What is the what: The Autobiography of Valentino Achak Deng : a Novel,Dave Eggers,2006,"A biographical novel traces the story of Valentino Achak Deng, who as a boy of seven was separated from his family when his village in southern Sudan was attacked by government helicopters and became one of the estimated 17,000 ""lost boys of Sudan"" before","['Mystery', 'Young Adult']",4.16,475.0,http://books.google.com/books/content?id=Ps8LAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932416770,McSweeney's,Dave Eggers,2007,"With a special section on Donald Barthelme, including remembrances from Ann Beattie, David Gates, and Oscar Hijuelos, and some of Barthelme's barely published and never-collected early work, and a highly theoretical but potentially amazing Z-binding that we can't describe very well here, or even to each other, McSweeney's 24 will never be mistaken for anything else. (Except possibly the June 1978 issue of Popular Mechanics.)","['Non-fiction', 'Historical', 'Young Adult']",3.81,300.0,http://books.google.com/books/content?id=o7cuHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932429237,Think and Grow Rich: The 21st-Century Edition: Revised and Updated,Napoleon Hill,2004,"A perennial best seller in the self-help field since its first publication in 1937, Napoleon Hill's THINK AND GROW RICH sets down the basic principles of success, showing how to apply them not only to business and careers, but also to life and relationships. In 1908, Hill a journalist, was commissioned by the great American business tycoon and philanthropist Andrew Carnegie to interview giants such as Ford and Rockefeller, as well as other business leaders and politicians, about how they were able to achieve. Hill distilled this wisdom into his own organization plan, which emphasizes a positive attitude, visualization, and focusing. THINK AND GROW RICH served as a model for many books that came later, and its basic teachings still have power.","['Non-fiction', 'Personal Development', 'Historical', 'Young Adult']",4.18,368.0,http://books.google.com/books/content?id=wjgNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932450750,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,2004,"Provides practical advice on getting out of debt, setting a budget, and managing personal finances to guaranteea a healthy financial future and retirement.","['Non-fiction', 'Young Adult']",3.65,204.0,http://books.google.com/books/content?id=_9URQoEdKYcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932664089,Scott Pilgrim's Precious Little Life,Bryan Lee O'Malley,2004,Scott Pilgrim's fantastic life takes an unforseen turn when rollerblading delivery girl Ramano Flowers makes her appearance.,"['Young Adult', 'Adventure', 'Non-fiction']",4.16,168.0,http://books.google.com/books/content?id=OdzVxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932664393,Han'guk-sik Sarang,J. Torres,2006,"Joel, an English teacher, has never really liked Korea, but he decides to extend his stay so that he can pursue Hana, the new receptionist at his school.","['Non-fiction', 'Young Adult', 'Love', 'Adventure']",3.44,58.0,http://books.google.com/books/content?id=V1Fex6gnO_oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932796780,Dragons of Winter Night,Margaret Weis;Tracy Hickman;Andrew Dabb,2007,"When dragons invade the land, a small band of heroes, including a knight, barbarian, dwarf, and half-elf, begin the search for the magical Dragon Orb and Dragonlance, in the second volume of the Dragonlance Chronicles in a graphic novel format. Original.","['Fantasy', 'Adventure', 'Young Adult']",4.14,358.0,http://books.google.com/books/content?id=92L9uAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932855418,Bird Songs: 250 North American Birds in Song,Les Beletsky,2006,"Drawing from the collection of the world-renowned Macaulay Library at the Cornell Lab of Ornithology, Bird Songs presents the most notable North American birdsincluding the rediscovered Ivory-billed Woodpeckerin a stunning new format. Renowned bird biologist Les Beletsky provides a succinct description of each of the 250 birds profiled, with an emphasis on their distinctive songs. Lavish full-color illustrations accompany each account, while a sleek, built-in digital audio player holds 250 corresponding songs and calls. In his foreword, North American bird expert and distinguished natural historian Jon L. Dunn shares insights gained from a lifetime of passionate study. Complete with the most up-to-date and scientifically accurate information, Bird Songs is the first book to capture the enchantment of these beautiful birds in words, pictures, and song. The Cornell Lab of Ornithology, located in Ithaca, New York, is a nonprofit institution focused on birds and whose mission is to interpret and conserve the earth's biological diversity through research. The Macaulay Library at the Cornell Lab is the major source of sound recordings of birds for research, education, conservation, the media, and commercial products. Listen here Trumpeter Swan Laughing Gull Eastern Bluebird","['Non-fiction', 'Young Adult', 'Personal Development', 'Adventure', 'Love', 'Historical', ""Children's""]",4.47,368.0,http://books.google.com/books/content?id=InkFAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932857009,Under The Influence: The Disinformation Guide To Drugs,Preston Peet,2004,"Presents a collection of articles that examine various aspects of the war on drugs, including its political, historical, and economic aspects.","['Non-fiction', 'Historical', 'Young Adult']",3.64,312.0,http://books.google.com/books/content?id=uC0_YznYjScC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932857085,Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,2004,"Discusses the historical and intellectual background of the novel ""The Rule of Four,"" examining the 1499 Renaissance text that forms the central theme of the novel.","['Historical', 'Non-fiction']",3.45,208.0,http://books.google.com/books/content?id=X2-fil65OT4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781932857191,"Underground!: The Disinformation Guide to Ancient Civilizations, Astonishing Archaeology and Hidden History",Preston Peet,2005,Everything from the fingerprints of the gods through the hidden history of the human race.,"['Non-fiction', 'Young Adult', 'Historical', 'Mystery']",3.84,343.0,http://books.google.com/books/content?id=9nNGMjm8VmgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781933045252,Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,Architecture for Humanity (Organization),2006,"Citing a harrowing lack of adequate shelter and utilities for nearly half the planet's population, a compendium of innovative architectural projects from around the world features more than 80 ideas designed to address specific urgent needs in desperately underprivileged areas.",['Non-fiction'],4.11,336.0,http://books.google.com/books/content?id=jIJuQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781933110455,Carly's Sound,Ali Vali,2006,"Is passion still possible the second time around? Poppy Valente has the world in the palm of her hand until fate steals from her the one thing that matters most--her wife Carly. When breast cancer ends their life together, Poppy finds herself at a loss. Julia Johnson is running to Carly's Sound with her newborn daughter Tallulah in search of the path to her future. On a chance meeting two years after Carly's death, these two women form a bond of friendship that lays the foundation for something more.",['Young Adult'],4.21,212.0,http://books.google.com/books/content?id=vAvDwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781933368368,The Good Fairies of New York,Martin Millar,2006,"Finding themselves in the very unusual world of Manhattan, a pair of Scottish thimble fairies apply their folk wisdom to assist a pair of down-and-out humans, including Kerry, who struggles with a colostomy bag, and Dinnie, who exhibits anti-social behaviors. Original.","['Non-fiction', 'Adventure', 'Fantasy', 'Historical']",3.51,242.0,http://books.google.com/books/content?id=XbspqbaIgy0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781933368566,Mitz: The Marmoset of Bloomsbury,Sigrid Nuez,2007,"In 1934, a ""sickly pathetic marmoset"" named Mitz came into the care of Leonard Woolf. After nursing her back to health, he was rarely seen without the amusing monkey on his shoulder. A ubiquitous presence in Bloomsbury society, Mitz moved with the Woolfs between their homes in London and Sussex. She developed her own special relationships with the family's cocker spaniels and with the various members of the Woolfs' circle, among them T. S. Eliot and Vita Sackville-West. Mitz even played a vital role in helping the Woolfs escape a close call with Nazis in Germany just before World War II. Blending letters, diaries, and memoirs, acclaimed novelist Sigrid Nunez reconstructs Mitz's life, painting it against the fascinating backdrop of Bloomsbury in its twilight years. Tender, affectionate, and filled with humor, this novel offers a striking look at lives shadowed by war, death, and mental breakdown, as well as the happiness and productivity this plucky creature inspired.","['Historical', 'Personal Development', 'Adventure', 'Young Adult', ""Children's"", 'Mystery', 'Love']",3.7,128.0,http://books.google.com/books/content?id=9heK_IYC5ewC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781933615097,"The Best of America's Test Kitchen 2007: The Year's Best Recipes, Equipment Reviews, and Tastings",America's Test Kitchen,2006,"Presents nearly one thousand recipes--from appetizers and salads to entrees and desserts--developed by America's Test Kitchen chefs, along with tips for choosing equipment, preparing food, or saving money in the kitchen.","['Non-fiction', 'Young Adult', 'Personal Development']",4.34,312.0,http://books.google.com/books/content?id=tQ97AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781933618081,Falling Angel,William Hjortsberg,2006,"A spellbinding novel of murder, mystery, and the occult, ""Falling Angel"" pits a private eye against the most fearsome adversary a detective ever faced. A routine missing-persons case soon turns into a nightmare of voodoo and black magic. Each book is signed by William Hjortsberg.","['Mystery', 'Young Adult']",3.92,302.0,http://books.google.com/books/content?id=Z4OBPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781933633107,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,2006,"In this illustrated personal history, Kitty Burns Florey explores the rise and fall of sentence diagramming, including its invention by a mustachioed man named Brainerd 'Brainy' Kellogg and his wealthy accomplice Alonzo Reed - the inferior 'balloon diagram' predecessor - and what diagrams of sentences by Hemingway, Welty, Proust, Kerouac and other famous writers reveal about them. Florey also answers some of literature's most pressing questions: Was Mark Twain or James Fenimore Cooper a better grammarian? What are the silliest grammar rules?","['Non-fiction', 'Historical', 'Young Adult', ""Children's"", 'Personal Development']",3.59,154.0,http://books.google.com/books/content?id=LItiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781933771137,Neptune Noir: Unauthorized Investigations Into Veronica Mars,Rob Thomas;Leah Wilson,2007,"Edited by the creator and executive producer of the teen detective show, a collection of essays address such varied subjects as Veronica's vigilante justice and Veronica and Loganâ€™s everchanging relationship.","['Non-fiction', 'Young Adult']",3.64,224.0,http://books.google.com/books/content?id=VHu3waVCobIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781933771175,Coffee at Luke's: An Unauthorized Gilmore Girls Gabfest,Jennifer Crusie,2007,"In the fall of 2000,Gilmore Girls premiered on the WB and viewers were introduced to the quirky world of Stars Hollow and the Gilmores who had made it their home, mother-daughter best friends Lorelai and Rory Gilmore. With the show in its seventh season on the fledgling CW,Coffee at Luke's is the perfect look at what has made the show such a clever, beloved part of the television landscape for so long. What are the risks of having your mother be your best friend? How isGilmore Girls anti-family, at least in the traditional sense? What’s a male viewer to do when he finds both mother and daughter attractive? And how is creator Amy Sherman-Palladino like Emily Gilmore? From the show’s class consciousness to the way the characters are shaped by the books they read, the music they listen to and the movies they watch,Coffee at Luke's looks at the sometimes hilarious, sometimes heartbreaking underpinnings of smart viewer’s Tuesday night television staple, and takes them further into Stars Hollow than they’ve ever been before.","['Non-fiction', 'Personal Development', 'Historical', 'Love']",3.55,197.0,http://books.google.com/books/content?id=ZWW72Cwfj14C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781934169070,Quo Vadis,Henryk Sienkiewicz,2006,"Henryk Sienkiewicz (1846-1916) won the 1905 Nobel Prize in Literature. A brilliant Polish writer and patriot, he is possibly best known abroad for his monumental historical epic Quo Vadis that portrays the vibrant and dissonant combination of cruel excesses and decadence of Rome during the reign of the corrupt Emperor Nero and the high faith of the emerging era of early Christianity. Quo Vadis: A Narrative of the Time of Nero, is a love story of Marcus Vinicius, a passionate young Roman tribune, and Lygia Callina, a beautiful and gentle Christian maiden of royal Lygian descent and a hostage of Rome, raised in a patrician home. At first Marcus, a typical aristocratic Roman libertine of his time, has no notion of love and merely desires Lygia with erotic animalistic intensity. Through political machinations of the elegant Petronius he contrives to have her taken by force from her foster home and into the decadent and terrible splendor of the court of Ceasar, setting in motion a course of events that culminate in his own spiritual redemption. Intricately researched, populated with vibrant historical figures, and gorgeous period detail, bloody spectacle and intimate beauty, this is an epic tapestry of the triumph of love, faith and sacrifice.","['Historical', 'Love', 'Religion', 'Personal Development']",4.15,596.0,http://books.google.com/books/content?id=61b3rQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9782884490474,The Art of Richard P. Feynman: Images by a Curious Character,Richard Phillips Feynman,1995,"Displays one of America's leading physicist's fascinating development of personal artistic sensitivity to line, form, and the moods of his subject.","['Personal Development', 'Mystery', 'Non-fiction']",4.31,174.0,http://books.google.com/books/content?id=jmJk7ZwXNIMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9782940373154,Basics Illustration 01: Thinking Visually,Mark Wigan,2006,"The first book in the 'Basics Illustration' series, 'Thinking Visually', features the work of more than 100 international illustrators, educators and students demonstrating diverse visual language, context, ideas, techniques and skills.","[""Children's"", 'Personal Development', 'Young Adult', 'Historical']",3.64,184.0,http://books.google.com/books/content?id=QnxDVGbnpAoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9783110172799,Syntactic Structures,Noam Chomsky,2002,"Noam Chomsky's first book on syntactic structures is one of the first serious attempts on the part of a linguist to construct within the tradition of scientific theory-construction a comprehensive theory of language which may be understood in the same sense that a chemical, biological theory is understood by experts in those fields. It is not a mere reorganization of the data into a new kind of library catalogue, nor another specualtive philosophy about the nature of man and language, but rather a rigorus explication of our intuitions about our language in terms of an overt axiom system, the theorems derivable from it, explicit results which may be compared with new data and other intuitions, all based plainly on an overt theory of the internal structure of languages; and it may well provide an opportunity for the application of explicity measures of simplicity to decide preference of one form over another form of grammar.","['Non-fiction', 'Young Adult', 'Historical', 'Love', 'Mystery', ""Children's"", 'Personal Development']",3.84,135.0,http://books.google.com/books/content?id=SNeHkMXHcd8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9783791329284,Joseph Cornell: Secrets in a Box,Joseph Cornell;Alison Baverstock,2003,"Provides an introduction to the American artist's work, presenting examples of his works with a discussion of their historical background and critical interpretation.","['Non-fiction', 'Historical', 'Young Adult', 'Mystery']",4.06,27.0,http://books.google.com/books/content?id=KnO8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9783856305581,C.G. Jung and Hermann Hesse: A Record of Two Friendships,Miguel Serrano,1997,"Miguel Serrano, a Chilean diplomat and writer who has travelled widely in India studying Yoga, had a close friendship with Jung and Hermann Hesse at the end of their lives. This book is the outcome of his meetings and correspondence with them. Many letters are reproduced, including a document of great importance written to the author by Jung shortly before his death, explaining his ideas about the nature of the world and of his work.","['Historical', 'Non-fiction', 'Young Adult']",4.03,142.0,http://books.google.com/books/content?id=sQt8bd6wFr0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
